Invoice_ID,Entity,Type,Business_Unit,Amount_FCY,Currency,FX_Rate,Amount_USD,Functional_Currency,Transaction_Date,Due_Date,GL_Code,Days_To_Due,Log_Amount_USD,anomaly_score,is_anomaly
B8F236D6,UK PLC,AR,Manufacturing,63235.34,GBP,1.2926,81738.0,USD,2025-05-15,2025-08-08,4097,85,11.311286523131027,-0.00889627944594451,False
8EC65658,UK PLC,AP,Sales,23163.6,CHF,1.111,25734.76,USD,2025-06-24,2025-08-13,4063,50,10.155636743416878,-0.0028479492921010263,False
0F27097C,JP Ltd,AR,IT,7617.83,AUD,0.6674,5084.14,USD,2025-06-20,2025-09-06,4797,78,8.534077840060398,-0.005713538897741122,False
36AC033C,CA Corp,Intercompany,Sales,28188.48,CAD,0.768,21648.75,USD,2025-05-13,2025-07-02,4488,50,9.982749186019854,-0.010085833904531771,False
13269B17,US Inc,AR,IT,39377.84,CAD,0.7747,30506.01,USD,2025-06-24,2025-08-24,4109,61,10.325711772252815,-0.008161126525714824,False
90CD89FD,FR SAS,Intercompany,R&D,45433.95,CAD,0.7235,32871.46,USD,2025-05-05,2025-07-02,4070,58,10.40039050413776,-0.01018871577942504,False
27DA795C,AU Pty,Intercompany,Sales,1666.57,CAD,0.8145,1357.42,USD,2025-05-14,2025-08-12,4299,90,7.214077538652467,-0.009075247541023845,False
95AD5EDB,AU Pty,AP,Finance,14285.01,JPY,0.0071,101.42,USD,2025-06-09,2025-08-22,4168,74,4.6290820060344045,-0.003421789554566401,False
4F4118FE,JP Ltd,AR,Manufacturing,5310.39,JPY,0.0073,38.77,USD,2025-06-13,2025-08-09,4361,57,3.6831128592195994,0.0012185982475094725,True
4DAF1F75,CA Corp,Intercompany,Manufacturing,7635.38,AUD,0.7488,5717.37,USD,2025-06-17,2025-08-01,4464,45,8.651439078728627,-0.010101523635904774,False
25E38643,AU Pty,AP,Sales,7299.19,EUR,1.0805,7886.77,USD,2025-05-26,2025-07-23,4537,58,8.973068737642352,-0.009230667639072376,False
4A932333,AU Pty,AR,Finance,6289.54,CAD,0.8015,5041.07,USD,2025-06-04,2025-07-14,4176,40,8.525571991031104,-0.010484001410533461,False
1041FFAD,CA Corp,Intercompany,Sales,30217.36,CHF,1.0857,32806.99,USD,2025-05-28,2025-08-23,4227,87,10.398427362268142,-0.008473702036531416,False
042C464A,US Inc,Intercompany,Sales,29996.13,GBP,1.3225,39669.88,USD,2025-05-07,2025-07-25,4496,79,10.588372696272167,-0.004828953074180353,False
61894DCA,AU Pty,Intercompany,Finance,24339.76,EUR,1.1473,27925.01,USD,2025-06-17,2025-07-12,4818,25,10.237313791591312,-0.013229664645750039,False
986AE905,DE GmbH,AR,R&D,33802.32,GBP,1.2658,42786.98,USD,2025-05-30,2025-08-14,4511,76,10.664012501005141,-0.010722992917679586,False
E6DFE21A,UK PLC,Intercompany,IT,56162.64,EUR,1.0977,61649.73,USD,2025-06-08,2025-07-29,4870,51,11.029240349560505,-0.007937342388463331,False
8668309B,US Inc,AP,HR,72311.9,USD,1.0,72311.9,USD,2025-06-07,2025-08-07,4638,61,11.188757815467838,-0.006897386861379917,False
8EDFE536,DE GmbH,Intercompany,HR,13818.54,AUD,0.6541,9038.71,USD,2025-05-22,2025-06-23,4862,32,9.10938237322564,-0.004051111812651498,False
6E5CF7A9,JP Ltd,Intercompany,R&D,11106.85,EUR,1.1143,12376.36,USD,2025-06-02,2025-07-18,4201,46,9.423624276325317,-0.01004637259197233,False
45B2DA3A,CA Corp,AR,Finance,39482.11,JPY,0.0067,264.53,USD,2025-06-14,2025-08-10,4459,57,5.581727828648895,-0.003498188271726488,False
DF791D99,UK PLC,Intercompany,IT,105787.0,GBP,1.2779,135185.21,USD,2025-06-19,2025-08-08,4669,50,11.81440844034753,-0.0035201623699503415,False
30C90D7A,JP Ltd,AR,Manufacturing,4628.01,JPY,0.0071,32.86,USD,2025-06-07,2025-08-09,4196,63,3.522234376704989,0.0011062235195919423,True
B1C83CDA,JP Ltd,AP,Manufacturing,21296.96,AUD,0.7302,15551.04,USD,2025-06-13,2025-08-30,4647,78,9.651947098713373,-0.00751277844142767,False
39D29AE4,FR SAS,AR,Logistics,44194.31,JPY,0.0065,287.26,USD,2025-06-16,2025-09-05,4854,81,5.663862850654957,-0.005415661206679578,False
00303846,CA Corp,Intercompany,Finance,52153.9,CNY,0.152,7927.39,USD,2025-05-08,2025-05-28,4514,20,8.978205267534513,-0.007612153591906423,False
843DB344,DE GmbH,AR,Finance,13441.27,AUD,0.7167,9633.36,USD,2025-05-06,2025-05-31,4230,25,9.17309115414823,-0.005708084500546662,False
85EF2F60,DE GmbH,AR,Finance,16908.5,USD,1.0,16908.5,USD,2025-05-04,2025-07-26,4121,83,9.735630873152695,-0.012106705815722762,False
BBC6D78D,FR SAS,AP,R&D,58463.99,CNY,0.1451,8483.12,USD,2025-05-13,2025-07-22,4215,70,9.045951459856115,-0.009052116070849103,False
54034E3C,UK PLC,Intercompany,HR,26622.83,JPY,0.0066,175.71,USD,2025-06-15,2025-07-14,4798,29,5.174509970819964,0.000388223634930962,True
A14A949A,FR SAS,AP,Finance,9653.43,AUD,0.7266,7014.18,USD,2025-05-05,2025-05-30,4931,25,8.855831651508863,-0.006574217311515251,False
CD7A5CBE,JP Ltd,Intercompany,Finance,8029.84,CAD,0.7228,5803.97,USD,2025-05-09,2025-07-05,4304,57,8.666469726159981,-0.009751757089247304,False
0155B682,AU Pty,AR,Manufacturing,42253.76,JPY,0.0074,312.68,USD,2025-05-03,2025-07-05,4736,63,5.748373357984076,-0.0039768276054497065,False
2934275D,CA Corp,AP,Finance,9926.58,JPY,0.0065,64.52,USD,2025-05-11,2025-06-18,4193,38,4.182355439544814,-0.004779457823867905,False
485A11A7,US Inc,Intercompany,Sales,13023.0,AUD,0.6976,9084.84,USD,2025-05-17,2025-07-02,4207,46,9.114472436655165,-0.00588649665356572,False
6E4DEF77,FR SAS,AP,Manufacturing,113295.69,AUD,0.7407,83918.12,USD,2025-06-10,2025-07-17,4198,37,11.337608756837886,-0.009116838152159024,False
F7AC2E32,UK PLC,Intercompany,Manufacturing,85062.62,CHF,1.0867,92437.55,USD,2025-05-19,2025-06-06,4748,18,11.434299378415012,-0.004147232683890334,False
E3372E08,CA Corp,AR,IT,58978.61,JPY,0.0066,389.26,USD,2025-06-01,2025-08-26,4614,86,5.9668131836668525,-0.003508209701588605,False
F0F7489A,AU Pty,Intercompany,Logistics,171522.28,GBP,1.2647,216924.23,USD,2025-05-25,2025-07-20,4414,56,12.287308010935417,-0.009499922393211235,False
1147EF83,US Inc,AP,IT,8819.2,CNY,0.1493,1316.71,USD,2025-05-28,2025-06-14,4629,17,7.18365066050321,-0.002792536327249129,False
9ED81067,DE GmbH,AP,Logistics,7094.24,CNY,0.1398,991.77,USD,2025-05-26,2025-06-14,4871,19,6.900499015867359,-0.00835405542927431,False
3F357B89,CA Corp,AP,Logistics,150988.85,USD,1.0,150988.85,USD,2025-05-20,2025-08-12,4533,84,11.924967894994747,-0.015369843035966113,False
0ECD0F18,DE GmbH,Intercompany,HR,27987.41,GBP,1.2825,35893.85,USD,2025-06-01,2025-08-20,4747,80,10.488349110146858,-0.006179561840636005,False
6AEF69BB,AU Pty,AR,Sales,4955.31,CAD,0.7383,3658.51,USD,2025-05-29,2025-07-31,4028,63,8.205084537651294,-0.01043723433143895,False
1A1A97DA,CA Corp,AP,Logistics,10102.74,JPY,0.0073,73.75,USD,2025-05-28,2025-07-19,4527,52,4.314149212270796,-0.00714714804932165,False
F03696E6,AU Pty,AR,Finance,10648.56,USD,1.0,10648.56,USD,2025-06-06,2025-06-23,4856,17,9.27327385573011,-0.01287462568003539,False
58BD74F5,CA Corp,AP,Finance,23006.15,USD,1.0,23006.15,USD,2025-05-01,2025-07-18,4203,78,10.043560316166573,-0.013582217121074991,False
0B6B1BE4,AU Pty,AR,Sales,13453.17,EUR,1.1255,15141.54,USD,2025-05-23,2025-08-10,4816,79,9.625263280423349,-0.012153394082517144,False
6CB495E1,JP Ltd,AP,Manufacturing,21256.04,EUR,1.1396,24223.38,USD,2025-06-05,2025-08-12,4454,68,10.095114843036198,-0.009447947872992135,False
09670E1B,JP Ltd,Intercompany,HR,10626.57,GBP,1.3183,14009.01,USD,2025-06-04,2025-08-06,4867,63,9.547527353106672,-0.004725711491620543,False
7C73B9DC,JP Ltd,AP,Sales,5127.52,JPY,0.0071,36.41,USD,2025-05-26,2025-06-10,4166,15,3.6219380483600547,-5.607571431759384e-05,False
14FC1FB0,AU Pty,AP,Sales,76003.88,EUR,1.0613,80662.92,USD,2025-06-24,2025-09-05,4832,73,11.298046666304236,-0.009736378227862608,False
E6EA641A,CA Corp,AP,IT,90930.43,AUD,0.6987,63533.09,USD,2025-05-12,2025-06-30,4736,49,11.059331891221865,-0.006863813934074148,False
0966EA91,DE GmbH,AP,Finance,18252.6,USD,1.0,18252.6,USD,2025-06-02,2025-07-08,4684,36,9.81211759983136,-0.013113481403659921,False
CAEEC046,US Inc,Intercompany,R&D,26842.96,JPY,0.0066,177.16,USD,2025-06-15,2025-07-13,4310,28,5.182682022949112,-0.0035705542293162362,False
61C3E8F5,AU Pty,AR,Sales,79409.98,AUD,0.7016,55714.04,USD,2025-06-17,2025-08-02,4480,46,10.928005407420411,-0.007340149087861458,False
9DB85EB8,JP Ltd,AP,Finance,13463.82,USD,1.0,13463.82,USD,2025-06-09,2025-07-26,4536,47,9.50783563716526,-0.011120055635397308,False
DA90972B,CA Corp,Intercompany,Finance,76980.12,CHF,1.0799,83130.83,USD,2025-05-06,2025-07-09,4741,64,11.328182939996296,-0.010091247015024007,False
CEF27B66,FR SAS,AR,R&D,10670.07,CNY,0.1469,1567.43,USD,2025-06-14,2025-08-07,4063,54,7.35783039800877,-0.004737485665257224,False
C0B6FFD8,FR SAS,AR,R&D,15971.5,CHF,1.0784,17223.67,USD,2025-05-30,2025-08-05,4125,67,9.754097937498049,-0.009079347751006328,False
624E1C87,CA Corp,Intercompany,R&D,47914.11,CHF,1.1282,54056.7,USD,2025-05-02,2025-07-16,4095,75,10.897807273605347,-0.01186849649920163,False
06BE7317,UK PLC,AP,Logistics,5858.82,AUD,0.6529,3825.22,USD,2025-05-28,2025-07-15,4708,48,8.24963264965391,-0.009785804538623655,False
8AF57A5E,AU Pty,AR,Finance,44296.51,CAD,0.7478,33124.93,USD,2025-05-12,2025-07-06,4537,55,10.408071638366113,-0.00684412774010662,False
178ABCD4,UK PLC,Intercompany,Sales,44893.21,CHF,1.1173,50159.18,USD,2025-06-14,2025-08-14,4049,61,10.82297676381711,-0.006001983320639448,False
70C9EDB7,DE GmbH,Intercompany,Finance,12722.76,AUD,0.6517,8291.42,USD,2025-06-04,2025-08-17,4615,74,9.02309712350304,-0.008779476638636596,False
DF004B76,AU Pty,AR,Finance,46215.97,EUR,1.1445,52894.18,USD,2025-05-27,2025-07-23,4334,57,10.876067498383229,-0.011039218156974007,False
B58369BE,UK PLC,Intercompany,HR,33178.16,CNY,0.1537,5099.48,USD,2025-05-10,2025-08-01,4669,83,8.537089931930687,-0.0048151242692515694,False
D8ECE7A5,AU Pty,AP,Manufacturing,40758.7,GBP,1.3368,54486.23,USD,2025-06-19,2025-08-25,4293,67,10.905721641269402,-0.009043287490631546,False
8653B033,CA Corp,AR,R&D,40048.91,EUR,1.1438,45807.94,USD,2025-05-29,2025-08-03,4045,66,10.732234547560468,-0.012015686377390256,False
2BD5211B,UK PLC,Intercompany,Finance,15278.34,CAD,0.8167,12477.82,USD,2025-05-02,2025-06-25,4635,54,9.431788086171114,-0.008809113436888671,False
19799264,UK PLC,AR,HR,41052.0,AUD,0.6554,26905.48,USD,2025-06-03,2025-07-31,4629,58,10.200122428773373,-0.004837134889518091,False
9EF3DDAF,JP Ltd,AP,Finance,25724.97,CNY,0.1374,3534.61,USD,2025-06-25,2025-08-20,4023,56,8.170641123557044,-0.009257663266170058,False
4786E905,UK PLC,AR,Sales,59815.26,GBP,1.2604,75391.15,USD,2025-05-31,2025-07-10,4480,40,11.230458437170244,-0.0037757525289273675,False
A67F1ADF,FR SAS,Intercompany,R&D,31125.9,CHF,1.0759,33488.36,USD,2025-05-08,2025-07-23,4126,76,10.418983055423505,-0.011839002344490202,False
AD3BEA9D,CA Corp,AR,Logistics,32285.34,CHF,1.1183,36104.7,USD,2025-05-20,2025-07-28,4285,69,10.494206026593753,-0.010447933690659994,False
1F7D5D84,JP Ltd,AP,IT,43366.89,USD,1.0,43366.89,USD,2025-06-19,2025-07-25,4875,36,10.677474584504564,-0.004535358604667528,False
4E580BD5,AU Pty,Intercompany,Manufacturing,11498.35,JPY,0.0071,81.64,USD,2025-05-06,2025-06-13,4245,38,4.414493824811383,-0.005394083674722383,False
277E84D4,CA Corp,AR,R&D,29726.74,USD,1.0,29726.74,USD,2025-05-02,2025-07-23,4188,82,10.299835895611917,-0.01388254696182284,False
48BBF70D,JP Ltd,Intercompany,Manufacturing,64238.27,EUR,1.0877,69871.97,USD,2025-05-06,2025-07-18,4046,73,11.154434158157033,-0.00922486252378718,False
55AE5300,JP Ltd,AR,Finance,31852.82,EUR,1.1351,36156.14,USD,2025-06-11,2025-08-21,4437,71,10.49562971845775,-0.008497457164737043,False
9CD00A7E,FR SAS,AR,Sales,13155.07,CHF,1.0855,14279.83,USD,2025-05-16,2025-06-03,4282,18,9.566673357453784,-0.007274605699793102,False
8F63993E,US Inc,AR,Finance,34936.44,USD,1.0,34936.44,USD,2025-05-09,2025-06-02,4246,24,10.461314312543566,-0.009406365957350227,False
E4BD718C,US Inc,AR,Finance,43240.79,CAD,0.8101,35029.36,USD,2025-05-09,2025-06-27,4983,49,10.463970393044235,-0.010563903131392771,False
62573122,AU Pty,AP,Manufacturing,44101.32,CHF,1.1031,48648.17,USD,2025-05-28,2025-08-03,4563,67,10.792390026831413,-0.010364577994687485,False
8AD72B77,FR SAS,AR,IT,42863.31,JPY,0.0067,287.18,USD,2025-06-22,2025-09-09,4596,79,5.663585284904788,-0.003244721068513756,False
5C8133EE,UK PLC,AP,Finance,62031.47,CAD,0.7991,49569.35,USD,2025-05-11,2025-07-09,4591,59,10.811148151711905,-0.006965958769697411,False
6E8B9D57,AU Pty,Intercompany,Logistics,48652.4,GBP,1.2692,61749.63,USD,2025-06-27,2025-08-29,4113,63,11.03085945686733,-0.009687432880016944,False
75141589,CA Corp,AP,R&D,16021.95,CAD,0.7449,11934.75,USD,2025-06-22,2025-09-17,4323,87,9.387293377183978,-0.011623992426310126,False
8CC0454F,DE GmbH,AP,Logistics,15547.59,JPY,0.0073,113.5,USD,2025-05-18,2025-08-15,4243,89,4.740574822994295,-0.0069665246120086954,False
78112678,AU Pty,AP,R&D,85684.06,GBP,1.3282,113805.57,USD,2025-06-21,2025-09-11,4601,82,11.642255531872564,-0.008228161962478275,False
DF1DF545,AU Pty,AP,R&D,5480.88,USD,1.0,5480.88,USD,2025-06-16,2025-08-27,4669,72,8.609203386801912,-0.014823598727089549,False
6F500C19,DE GmbH,Intercompany,R&D,93353.72,AUD,0.7209,67298.7,USD,2025-05-01,2025-06-10,4395,40,11.116911057970581,-0.009700388731750331,False
8E143706,CA Corp,AR,IT,107021.99,CAD,0.7451,79742.08,USD,2025-06-10,2025-07-29,4297,49,11.286565245722382,-0.008175522279033065,False
28E7661C,US Inc,AP,Sales,12202.5,JPY,0.0075,91.52,USD,2025-05-11,2025-06-07,4559,27,4.527424837363238,-0.002848469234556672,False
A7F6038C,DE GmbH,AP,R&D,64167.8,JPY,0.0072,462.01,USD,2025-05-24,2025-07-17,4753,54,6.137748652125133,-0.007586412867119918,False
26DE7233,JP Ltd,AR,Manufacturing,28258.17,USD,1.0,28258.17,USD,2025-06-14,2025-08-31,4925,78,10.249173285672741,-0.009536485040865572,False
A3081A2C,DE GmbH,Intercompany,Sales,4779.64,AUD,0.6786,3243.46,USD,2025-05-24,2025-07-17,4779,54,8.084704205429208,-0.0059902781003419725,False
E45B1F7C,UK PLC,AR,IT,34089.83,CNY,0.1369,4666.9,USD,2025-05-11,2025-06-10,4521,30,8.448464570726253,-0.0014980490431990012,False
5155E5AE,DE GmbH,Intercompany,IT,14328.17,JPY,0.0072,103.16,USD,2025-06-27,2025-08-13,4182,47,4.6459281784602595,-0.003397091229496385,False
7A060BAA,CA Corp,AP,Finance,195951.99,CAD,0.8105,158819.09,USD,2025-06-13,2025-07-08,4112,25,11.975527331128301,-0.011186415298976848,False
58D1803D,DE GmbH,AP,HR,20311.04,JPY,0.007,142.18,USD,2025-06-05,2025-08-14,4119,70,4.964102579968039,-0.00491749852018919,False
6C85EE89,US Inc,Intercompany,IT,30003.32,USD,1.0,30003.32,USD,2025-06-04,2025-07-14,4940,40,10.309096650277288,-0.007545568639755751,False
A32ED4DD,US Inc,AR,Finance,68779.89,JPY,0.0069,474.58,USD,2025-06-21,2025-08-03,4401,43,6.164535111787751,-0.003780802651192683,False
