Invoice_ID,Entity,Type,Business_Unit,Amount_FCY,Currency,FX_Rate,Amount_USD,Functional_Currency,Transaction_Date,Due_Date,GL_Code,Days_To_Due,Log_Amount_USD,anomaly_score,is_anomaly
B6D8B5E4,CA Corp,AR,HR,23011.57,GBP,1.335,30720.45,USD,2024-06-30,2024-08-09,4701,40,10.332716386668531,-0.004761470673696977,False
D4043AC9,FR SAS,AR,Sales,20984.56,CAD,0.7851,16474.98,USD,2025-05-26,2025-07-26,4253,61,9.709658841668368,-0.010584151878289483,False
B764CE5C,UK PLC,Intercompany,IT,46369.36,CHF,1.1175,51817.76,USD,2024-08-22,2024-11-15,4702,85,10.85550752484485,-0.0037096902030039347,False
7891383F,AU Pty,AR,Sales,39733.2,CHF,1.1108,44135.64,USD,2024-10-18,2025-02-08,4258,113,10.695045555481537,-0.009556833659090047,False
1B7A6F49,UK PLC,AR,Sales,12529.4,JPY,0.0067,83.95,USD,2024-02-06,2024-04-01,4219,55,4.442062848117941,-0.002433062522168683,False
5EA1D31D,CA Corp,Intercompany,HR,3891.74,CNY,0.1489,579.48,USD,2024-12-20,2025-02-15,4675,57,6.363855347486717,-0.0062377304832378355,False
5E5B9975,FR SAS,Intercompany,Finance,227197.11,CAD,0.7683,174555.54,USD,2025-04-15,2025-06-29,4723,75,12.07000397960556,-0.00969451912521535,False
F3A72749,FR SAS,Intercompany,Sales,13984.0,USD,1.0,13984.0,USD,2024-03-26,2024-05-17,4713,52,9.54574060563606,-0.011957627989522157,False
40533E4F,AU Pty,Intercompany,Finance,27310.0,CHF,1.0643,29066.03,USD,2024-04-09,2024-05-05,4188,26,10.277359821150837,-0.009473166824320367,False
4CDBB370,UK PLC,Intercompany,IT,82015.49,GBP,1.2982,106472.51,USD,2024-01-25,2024-04-19,4823,85,11.575651500798218,-0.00454675308096103,False
2C55D4EC,FR SAS,Intercompany,Sales,59607.5,EUR,1.0506,62623.64,USD,2025-06-12,2025-09-08,4077,88,11.04491408986765,-0.0074443773511325695,False
AA52DED3,CA Corp,AR,R&D,37480.88,EUR,1.1225,42072.29,USD,2025-06-17,2025-08-06,4535,50,10.647168376521881,-0.012768810725794666,False
96AAE356,DE GmbH,AR,HR,29466.6,CAD,0.8084,23820.8,USD,2024-10-18,2024-11-16,4426,29,10.078356406804899,-0.005144019891160534,False
10A40EC5,JP Ltd,AP,Sales,12763.48,CHF,1.0656,13600.76,USD,2024-07-09,2024-09-05,4556,58,9.51795447511587,-0.008625196713362593,False
F0841BD3,US Inc,Intercompany,Logistics,13916.31,EUR,1.1191,15573.74,USD,2025-03-11,2025-05-07,4368,57,9.653405650097376,-0.010274430827449887,False
7242FAC3,DE GmbH,Intercompany,Sales,53287.69,EUR,1.0898,58072.92,USD,2025-01-05,2025-01-28,4347,23,10.969471960823418,-0.00872993047442916,False
288DB9A2,AU Pty,AP,Finance,25576.36,AUD,0.7068,18077.37,USD,2024-07-18,2024-09-30,4026,74,9.802471475014716,-0.0064588589807998975,False
6827402E,US Inc,AP,IT,9415.3,USD,1.0,9415.3,USD,2024-10-22,2024-11-27,4078,36,9.150197509095275,-0.006679675052292833,False
35F2253C,JP Ltd,Intercompany,IT,93650.6,USD,1.0,93650.6,USD,2024-10-21,2024-12-20,4938,60,11.44733679261684,-0.007396414236371218,False
99C2C74C,FR SAS,Intercompany,Logistics,4676.9,CAD,0.7483,3499.72,USD,2024-03-09,2024-06-30,4828,113,8.160723940606937,-0.010019461627244375,False
855D44C5,US Inc,AP,Logistics,11092.8,USD,1.0,11092.8,USD,2024-07-16,2024-08-21,4396,36,9.314141672689923,-0.011198191107420652,False
0CAFA034,DE GmbH,Intercompany,R&D,3967.63,GBP,1.3259,5260.68,USD,2024-04-08,2024-06-07,4411,60,8.568205646372085,-0.010431130374696618,False
1934597A,US Inc,AR,Manufacturing,21342.15,AUD,0.7358,15703.55,USD,2025-03-23,2025-06-29,4327,98,9.661705758267104,-0.005992950502070049,False
9CEB4F58,UK PLC,AP,R&D,705692.6,JPY,0.0073,5151.56,USD,2024-09-11,2024-12-08,4421,88,8.547248957529419,-0.004509671888525857,False
7514A14E,UK PLC,AP,Logistics,91378.03,CNY,0.1534,14017.39,USD,2024-02-28,2024-04-18,4867,50,9.548125318045784,-0.008911202226810688,False
FEFC07BD,JP Ltd,Intercompany,Manufacturing,2984.87,USD,1.0,2984.87,USD,2024-10-22,2025-01-04,4367,74,8.001646440647711,-0.011006207302314441,False
03F92133,FR SAS,Intercompany,HR,12881.64,CAD,0.789,10163.61,USD,2024-03-18,2024-04-27,4595,40,9.226667358381016,-0.004934707323072773,False
06289590,FR SAS,Intercompany,Logistics,12893.63,CNY,0.1411,1819.29,USD,2024-02-29,2024-04-05,4643,36,7.5067511080368075,-0.007852315097151341,False
D66D3B9F,FR SAS,AP,Manufacturing,12918.08,CHF,1.0703,13826.22,USD,2024-08-15,2024-09-05,4164,21,9.534394392161007,-0.006583858062889081,False
05DB3F79,UK PLC,AR,HR,31250.6,JPY,0.0067,209.38,USD,2024-03-12,2024-04-09,4879,28,5.348915419311128,0.0002073954718648796,True
D2D12425,CA Corp,AP,Finance,25776.14,CNY,0.1534,3954.06,USD,2024-11-19,2025-02-24,4933,97,8.282751050756719,-0.00869618519430787,False
E9A9D3EB,AU Pty,Intercompany,HR,46515.05,JPY,0.007,325.61,USD,2024-06-21,2024-09-18,4107,89,5.788766798561198,-0.002054128182184922,False
CE02BCE7,FR SAS,Intercompany,IT,8862.27,CHF,1.1343,10052.47,USD,2025-06-23,2025-09-27,4385,96,9.21567312752584,-0.007525847256353579,False
D727C8AB,US Inc,AP,Sales,11899.51,GBP,1.284,15278.97,USD,2024-11-13,2025-01-07,4803,55,9.634298099367799,-0.004064299918209557,False
9AE87153,US Inc,AR,Sales,39034.81,EUR,1.1357,44331.83,USD,2024-03-23,2024-07-13,4850,112,10.699480765087872,-0.00901161822872898,False
022148DC,FR SAS,AP,IT,11539.18,JPY,0.0067,77.31,USD,2025-04-29,2025-05-24,4568,25,4.360675308762846,-0.003315799450968493,False
D37A7A8B,UK PLC,Intercompany,Manufacturing,166610.08,GBP,1.2874,214493.82,USD,2025-04-01,2025-06-14,4618,74,12.276040867874464,-0.0058279264035521194,False
1CAE77CB,DE GmbH,AP,IT,73696.69,AUD,0.6538,48182.9,USD,2024-12-20,2025-01-29,4748,40,10.782780219343685,-0.006850084836529047,False
0C1C6432,US Inc,AP,Logistics,33215.48,JPY,0.0072,239.15,USD,2024-03-14,2024-06-13,4736,91,5.481263728110833,-0.00473171536541811,False
04B8692D,UK PLC,Intercompany,IT,135592.49,CNY,0.1471,19945.66,USD,2024-04-05,2024-06-13,4188,69,9.900816989755594,-0.004096688327116349,False
1D913846,CA Corp,AP,HR,3060.77,CHF,1.1264,3447.65,USD,2025-02-25,2025-05-25,4950,89,8.145738129098055,-0.010167990431316054,False
565E7821,AU Pty,Intercompany,HR,8601.26,EUR,1.0932,9402.9,USD,2024-04-03,2024-07-20,4005,108,9.148879775830558,-0.008141418873710338,False
16697166,JP Ltd,Intercompany,Logistics,34281.82,JPY,0.0067,229.69,USD,2025-02-16,2025-04-27,4992,70,5.441074817902994,-0.005458867624870856,False
E0633BD8,AU Pty,AR,Sales,27957.73,EUR,1.0516,29400.35,USD,2024-12-13,2025-04-04,4869,112,10.288795870639904,-0.010299522893730262,False
FEB738AE,DE GmbH,AP,Sales,19871.96,USD,1.0,19871.96,USD,2025-04-11,2025-05-12,4764,31,9.897115292745099,-0.012224757686848053,False
D1B61640,UK PLC,AP,Finance,5260.74,AUD,0.7356,3869.8,USD,2025-01-30,2025-04-08,4005,68,8.261216483006788,-0.007503423104598561,False
55DFBA12,FR SAS,AP,Logistics,11836.1,JPY,0.0069,81.67,USD,2025-05-03,2025-07-24,4463,82,4.414856779264584,-0.007038735222266335,False
4A299B51,FR SAS,Intercompany,Logistics,7146.61,AUD,0.6588,4708.19,USD,2024-04-30,2024-07-25,4367,86,8.457271197698857,-0.010813341954259759,False
DFC33BDD,CA Corp,AP,Manufacturing,27392.95,CNY,0.1387,3799.4,USD,2025-03-17,2025-06-20,4121,95,8.242861603332594,-0.011766420540314682,False
0614CC4B,US Inc,Intercompany,Manufacturing,9575.33,GBP,1.2575,12040.98,USD,2024-02-21,2024-03-18,4214,26,9.396154157169335,-0.005258647039360742,False
C39AC24D,UK PLC,Intercompany,Finance,49748.24,EUR,1.1476,57091.08,USD,2024-11-18,2025-01-03,4636,46,10.952420681995788,-0.008729305234676465,False
B3353705,US Inc,Intercompany,Sales,39462.61,CAD,0.7291,28772.19,USD,2024-06-12,2024-07-01,4639,19,10.26719932978718,-0.004571401667813446,False
EFBF899D,AU Pty,AR,Finance,64390.27,AUD,0.6815,43881.97,USD,2024-05-02,2024-07-28,4191,87,10.689281596693016,-0.008179121794496591,False
BE96C423,DE GmbH,AP,HR,26709.54,CHF,1.1006,29396.52,USD,2024-03-06,2024-05-29,4366,84,10.288665596027299,-0.007498668285716048,False
39525D7F,CA Corp,Intercompany,HR,4385.86,CAD,0.7467,3274.92,USD,2025-03-23,2025-06-07,4087,76,8.094354024650366,-0.006827475362563229,False
6B988E62,US Inc,AP,HR,43063.39,AUD,0.6987,30088.39,USD,2025-01-19,2025-03-26,4556,66,10.311927896902814,-0.004583243527670144,False
1501B97F,US Inc,Intercompany,IT,32436.78,GBP,1.2996,42154.84,USD,2024-04-01,2024-05-02,4199,31,10.649128506620114,-0.004404050141979254,False
3D2AB333,UK PLC,AR,HR,26268.54,CNY,0.1486,3903.51,USD,2024-01-24,2024-04-12,4804,79,8.269887574246845,-0.0021065734401163883,False
72E61D0D,DE GmbH,AP,HR,67094.13,GBP,1.2615,84639.24,USD,2024-07-16,2024-10-24,4937,100,11.34616508262686,-0.005267961138842536,False
5F75B49B,US Inc,AP,Logistics,11662.96,CNY,0.1467,1710.96,USD,2024-02-29,2024-04-14,4550,45,7.445394191942753,-0.008180920699253358,False
BF439209,AU Pty,AP,Sales,22984.42,USD,1.0,22984.42,USD,2024-08-01,2024-10-07,4046,67,10.042615380859983,-0.013802915567484753,False
20064677,DE GmbH,AP,R&D,77470.28,CNY,0.1457,11287.42,USD,2024-09-03,2024-11-12,4223,70,9.33153270049461,-0.010353551487885138,False
7CFD68A6,US Inc,AR,R&D,12960.49,USD,1.0,12960.49,USD,2025-02-16,2025-05-13,4826,86,9.469737932433624,-0.011682015017694614,False
747ACEFC,CA Corp,AR,R&D,32516.32,USD,1.0,32516.32,USD,2024-11-19,2025-03-17,4135,118,10.38952814944168,-0.01301022780096095,False
A2A3D6D1,FR SAS,Intercompany,HR,7679.6,USD,1.0,7679.6,USD,2024-03-09,2024-06-05,4518,88,8.94645294809012,-0.011234650647278521,False
EC109AA5,US Inc,AR,Finance,41911.99,EUR,1.0596,44409.94,USD,2025-06-20,2025-10-06,4808,108,10.701241114466105,-0.008772551760971303,False
06EA0B7E,US Inc,AP,Finance,17001.48,EUR,1.1425,19424.19,USD,2024-01-02,2024-02-25,4959,54,9.874325956397794,-0.009426833562328818,False
4C043F3F,FR SAS,Intercompany,Manufacturing,17587.89,JPY,0.0067,117.84,USD,2024-06-13,2024-07-14,4511,31,4.7777780505944065,-0.0031915231213933692,False
AA1DA581,JP Ltd,AR,R&D,31054.56,EUR,1.0941,33976.79,USD,2025-05-25,2025-08-13,4917,80,10.433462354853045,-0.010040187046491011,False
1922CC1E,US Inc,AR,HR,77695.91,CHF,1.1437,88860.81,USD,2024-01-14,2024-04-04,4777,81,11.394837745402416,-0.004054614817434188,False
E7B5856D,AU Pty,Intercompany,R&D,9397.94,CAD,0.7223,6788.13,USD,2024-05-25,2024-08-10,4867,77,8.823078082741088,-0.012095109062719767,False
95DE12DA,DE GmbH,AP,Manufacturing,22321.36,CAD,0.7944,17732.09,USD,2024-09-13,2024-10-19,4947,36,9.78318766476297,-0.011756824498974694,False
855771A6,FR SAS,AR,Manufacturing,32503.04,CNY,0.154,5005.47,USD,2024-04-02,2024-04-29,4332,27,8.518486354919776,-0.007463280081375645,False
9A4546D6,AU Pty,AP,Logistics,29042.47,CHF,1.1093,32216.81,USD,2024-12-28,2025-04-14,4826,107,10.380274684216044,-0.013131291309377124,False
756405A3,DE GmbH,AR,IT,30432.98,AUD,0.7355,22383.46,USD,2024-03-18,2024-04-27,4744,40,10.016122247087244,-0.007472816211838873,False
52AD3F67,CA Corp,AR,HR,22820.24,AUD,0.7222,16480.78,USD,2024-10-15,2024-11-12,4964,28,9.710010807339572,-0.007101848638622121,False
A3F2E6C7,US Inc,AP,Manufacturing,21565.09,EUR,1.1318,24407.37,USD,2024-04-24,2024-07-24,4092,91,10.102681385245884,-0.010746966088498289,False
B4EC3D21,UK PLC,AP,R&D,13196.43,JPY,0.0069,91.06,USD,2024-11-15,2025-02-14,4437,91,4.5224405383890955,-0.0029618093002254375,False
30AFB893,AU Pty,Intercompany,Finance,19082.0,JPY,0.0075,143.11,USD,2025-06-03,2025-06-19,4664,16,4.97057689685027,-0.0014251354975085007,False
A80E4E5F,AU Pty,AP,Sales,20731.85,GBP,1.3229,27426.16,USD,2024-11-02,2025-02-26,4330,116,10.219289042297246,-0.007404742170132317,False
D5E0E578,US Inc,AR,Finance,22772.39,CHF,1.1426,26019.73,USD,2024-03-01,2024-04-28,4698,58,10.166648807014997,-0.008118344802785726,False
E8FAFD69,FR SAS,AP,Logistics,12479.51,CNY,0.1376,1717.18,USD,2024-04-22,2024-06-11,4187,50,7.449020870047745,-0.010921922966750985,False
D96FADF1,US Inc,AP,IT,46352.4,AUD,0.7398,34291.51,USD,2024-11-02,2025-01-15,4844,74,10.442682241961473,-0.006295314197946766,False
9C17AEAC,US Inc,Intercompany,Finance,18180.91,USD,1.0,18180.91,USD,2024-12-16,2025-04-09,4050,114,9.808182422719051,-0.008815988348505999,False
AC40D8F5,US Inc,Intercompany,Manufacturing,21177.27,JPY,0.0065,137.65,USD,2024-12-16,2025-03-09,4591,83,4.931952772061787,-0.0011310426624219772,False
A9AEEE72,DE GmbH,AR,HR,8635.56,EUR,1.14,9844.54,USD,2024-12-29,2025-02-15,4877,48,9.194773839746766,-0.005158510358462043,False
F66D69DF,CA Corp,AP,Finance,277218.71,JPY,0.0071,1968.25,USD,2025-04-23,2025-06-04,4467,42,7.5854080385834335,-0.007166489336897175,False
74C33BE4,CA Corp,AP,Sales,12222.91,CHF,1.1365,13891.34,USD,2025-04-12,2025-05-12,4178,30,9.539092888082177,-0.007814440374981801,False
DF6D8705,AU Pty,AP,R&D,4041.3,GBP,1.3368,5402.41,USD,2024-11-09,2025-02-26,4535,109,8.594785514733315,-0.009348297636528113,False
8613948E,JP Ltd,AR,Finance,20799.19,EUR,1.126,23419.89,USD,2024-04-22,2024-07-07,4346,76,10.061383638137604,-0.009208381063000814,False
DC25C866,FR SAS,AR,Logistics,30725.44,GBP,1.2822,39396.16,USD,2024-03-22,2024-04-14,4054,23,10.581449011469775,-0.006807776297318824,False
E8293ED6,AU Pty,AP,Manufacturing,7634.31,CNY,0.14,1068.8,USD,2025-03-30,2025-05-02,4716,33,6.97522699409715,-0.007897483816119488,False
4B17AB56,JP Ltd,AP,IT,59320.5,AUD,0.654,38795.61,USD,2024-05-05,2024-08-11,4245,98,10.566088150660264,-0.006330080284103978,False
E661F430,AU Pty,AR,R&D,4352.68,CAD,0.7353,3200.53,USD,2024-02-22,2024-03-19,4836,26,8.071384099522481,-0.008339336920159923,False
17638730,JP Ltd,Intercompany,Logistics,3100.67,AUD,0.7484,2320.54,USD,2024-07-10,2024-09-19,4864,71,7.749986037550607,-0.009177214249379728,False
889E880A,FR SAS,AP,R&D,107752.71,CNY,0.1414,15236.23,USD,2024-09-03,2024-10-04,4726,31,9.63149705419037,-0.010748534778054375,False
015C0DFD,CA Corp,AP,Manufacturing,49410.7,USD,1.0,49410.7,USD,2024-07-16,2024-08-15,4538,30,10.807942517238613,-0.014286239880132334,False
5A2DE748,FR SAS,AR,Sales,11379.32,CAD,0.7817,8895.21,USD,2024-03-08,2024-06-06,4367,90,9.093380622326851,-0.008802659680037739,False
C3165D41,FR SAS,AP,Logistics,27190.85,JPY,0.007,190.34,USD,2024-04-15,2024-07-23,4862,99,5.254051950250021,-0.005954902775460291,False
7B8BC7A2,AU Pty,AR,Finance,85933.53,EUR,1.0856,93289.44,USD,2024-08-05,2024-11-02,4064,89,11.44347291641939,-0.012165401698969014,False
F37CF225,AU Pty,Intercompany,IT,44745.11,JPY,0.0074,331.11,USD,2024-06-30,2024-09-12,4241,74,5.805466239341587,-0.0025902502833401453,False
F9F5F35B,US Inc,Intercompany,Finance,3083.91,JPY,0.0071,21.9,USD,2024-11-15,2025-02-22,4429,99,3.131136910560194,0.0020975185010007613,True
4331B2A0,FR SAS,Intercompany,Logistics,11468.96,GBP,1.2988,14895.89,USD,2024-09-11,2024-11-07,4546,57,9.608907745315276,-0.010596687902679536,False
D09AA4D5,CA Corp,Intercompany,HR,108003.71,AUD,0.7004,75645.8,USD,2024-06-09,2024-08-24,4667,76,11.233830418255735,-0.006770086128080333,False
4B7B4A9A,JP Ltd,AR,Logistics,37701.46,GBP,1.3202,49773.47,USD,2024-10-09,2025-01-31,4371,114,10.815257480960087,-0.005064373012446111,False
FEB7DE64,JP Ltd,AP,Sales,23670.67,CNY,0.1499,3548.23,USD,2025-01-07,2025-05-07,4988,120,8.174485957534499,-0.00728368452402961,False
5EDF5281,US Inc,AP,Sales,33871.92,EUR,1.1496,38939.16,USD,2024-12-17,2025-03-31,4753,104,10.569781387803214,-0.008047260822284463,False
CF83AFCA,UK PLC,Intercompany,R&D,36850.35,EUR,1.0878,40085.81,USD,2025-01-08,2025-03-13,4181,64,10.598802631505288,-0.010131554840733414,False
F7613DBD,AU Pty,AR,Manufacturing,16029.46,GBP,1.2836,20575.41,USD,2024-08-24,2024-10-31,4635,68,9.93190055296635,-0.01040493636614892,False
22BFE540,DE GmbH,Intercompany,R&D,3089.01,CHF,1.119,3456.6,USD,2024-09-02,2024-11-19,4662,78,8.148329985752621,-0.00986525188627324,False
5EA1C170,UK PLC,AR,Logistics,668.81,CNY,0.1538,102.86,USD,2024-04-06,2024-07-26,4104,111,4.6430438384161725,-0.0043964979211535415,False
5BAABED4,AU Pty,AP,Logistics,36828.61,AUD,0.6981,25710.05,USD,2024-03-07,2024-05-04,4189,58,10.154676139566023,-0.010370064065491569,False
19BC4251,US Inc,Intercompany,Logistics,8146.97,EUR,1.1202,9126.24,USD,2024-03-13,2024-04-10,4835,28,9.119018627777596,-0.009614587760336246,False
55842D0B,FR SAS,AR,R&D,8107.97,JPY,0.0074,60.0,USD,2024-12-20,2025-03-23,4591,93,4.110873864173311,-0.004758062394004392,False
1D701383,CA Corp,AP,Finance,77245.54,USD,1.0,77245.54,USD,2024-08-08,2024-10-19,4105,72,11.254757404112892,-0.015215652309718108,False
FBAE0FC4,CA Corp,Intercompany,Logistics,23787.53,JPY,0.0067,159.38,USD,2024-04-05,2024-04-23,4464,18,5.0775459993788825,-0.007110809977045662,False
3B2372BE,US Inc,AP,Sales,139193.57,JPY,0.0069,960.44,USD,2025-04-05,2025-07-29,4905,115,6.868432160585618,-0.003418722176470601,False
ABD57652,UK PLC,Intercompany,HR,25373.79,USD,1.0,25373.79,USD,2025-03-23,2025-04-24,4629,32,10.141511440447774,-0.006100412128056787,False
919228D5,JP Ltd,Intercompany,Sales,3761.32,CHF,1.0634,3999.79,USD,2025-02-14,2025-05-17,4473,92,8.29424712060147,-0.010110074094715704,False
39D6C0BB,JP Ltd,AP,Logistics,7437.49,CNY,0.1499,1114.88,USD,2025-03-06,2025-04-17,4871,42,7.017398610278106,-0.006579918017434683,False
D654C93E,FR SAS,AP,R&D,27074.13,AUD,0.691,18708.22,USD,2024-03-03,2024-05-12,4175,70,9.836771729462729,-0.009014115855285998,False
CE29EC75,US Inc,AR,Sales,178685.83,USD,1.0,178685.83,USD,2024-08-19,2024-11-25,4900,98,12.093389999494853,-0.007020688085374094,False
F8F90F6D,JP Ltd,Intercompany,Manufacturing,14800.3,CHF,1.1234,16626.66,USD,2024-05-10,2024-06-05,4308,26,9.71882285272542,-0.00623725560769689,False
070A65DB,AU Pty,Intercompany,R&D,48922.24,CAD,0.7803,38174.02,USD,2024-06-08,2024-07-27,4541,49,10.549936653989773,-0.013276735195138611,False
469FF148,AU Pty,AR,Sales,10553.27,CHF,1.097,11576.94,USD,2024-10-30,2025-01-13,4582,75,9.356856842383339,-0.008646844124273412,False
6532EF03,DE GmbH,AR,Manufacturing,19977.96,CHF,1.0918,21811.94,USD,2025-01-09,2025-02-06,4443,28,9.990258650661103,-0.010758435830672874,False
642A8F6F,FR SAS,AP,IT,18381.02,CNY,0.1411,2593.56,USD,2024-07-28,2024-09-19,4413,53,7.861172224383526,-0.005659045068610591,False
AD3782F8,FR SAS,AP,Logistics,54351.46,EUR,1.0812,58764.8,USD,2025-01-30,2025-05-21,4657,111,10.981315332019769,-0.013367118598623495,False
89254B64,US Inc,AR,Finance,24294.56,JPY,0.0069,167.63,USD,2024-03-02,2024-06-27,4979,117,5.127706965682093,-0.002926751930350524,False
81B41AB6,DE GmbH,Intercompany,R&D,47269.62,CAD,0.8101,38293.12,USD,2024-01-17,2024-04-07,4044,81,10.55305163857842,-0.012069830177812546,False
707F62E0,DE GmbH,Intercompany,R&D,13150.96,USD,1.0,13150.96,USD,2024-05-22,2024-07-18,4045,57,9.484326075928806,-0.013502597864451682,False
467574F4,AU Pty,Intercompany,HR,66774.11,AUD,0.7147,47723.46,USD,2024-09-11,2024-10-27,4184,46,10.77319933370542,-0.0030519130083347945,False
F0EDBD73,UK PLC,AR,Manufacturing,9970.36,AUD,0.6675,6655.22,USD,2024-09-08,2024-11-23,4848,76,8.803307034839426,-0.00759530170542877,False
032A2D51,US Inc,Intercompany,IT,27043.74,EUR,1.0591,28642.03,USD,2025-02-22,2025-05-24,4646,91,10.262665411567955,-0.005801247609490245,False
C4CEF2DB,AU Pty,Intercompany,IT,25637.3,AUD,0.6712,17207.76,USD,2024-02-17,2024-04-16,4942,59,9.753173835476716,-0.005870906210133586,False
7B041202,US Inc,Intercompany,Sales,11855.76,USD,1.0,11855.76,USD,2024-11-12,2024-12-25,4854,43,9.38065344804549,-0.009046369350757033,False
A59AE5DE,CA Corp,AP,R&D,29943.95,CNY,0.1465,4386.79,USD,2025-02-05,2025-05-16,4289,100,8.386580962455916,-0.009595276745715198,False
A135E51A,US Inc,AR,Sales,68486.22,CNY,0.1404,9615.47,USD,2025-06-15,2025-09-18,4532,95,9.171232532452434,-0.005653389475956172,False
DFE044AA,AU Pty,Intercompany,Finance,22179.76,GBP,1.3102,29059.92,USD,2024-12-13,2025-02-20,4324,69,10.277149595260452,-0.00947798642282377,False
4C770F1E,CA Corp,Intercompany,R&D,64947.94,JPY,0.0066,428.66,USD,2024-11-10,2024-12-22,4533,42,6.062994198246903,-0.006894612308398773,False
04697DCA,JP Ltd,Intercompany,Logistics,54084.57,GBP,1.2646,68395.35,USD,2024-04-12,2024-07-16,4507,95,11.13307473961371,-0.006561788310671335,False
43179B61,AU Pty,Intercompany,IT,7992.06,JPY,0.0067,53.55,USD,2025-03-03,2025-06-11,4798,100,3.9991177122790798,-0.0019173153644951313,False
DAD4ED08,UK PLC,AP,IT,26796.43,EUR,1.0966,29384.97,USD,2024-09-18,2025-01-06,4534,110,10.288272628541067,-0.007181893813581031,False
0B22A8B9,DE GmbH,Intercompany,R&D,15498.32,AUD,0.6963,10791.48,USD,2024-07-07,2024-10-17,4066,102,9.286604874289162,-0.010287784774322517,False
9A7B5F22,AU Pty,Intercompany,HR,46513.35,CAD,0.7283,33875.67,USD,2024-09-17,2024-12-18,4754,92,10.43048185585984,-0.00577773159117384,False
A3D1851F,CA Corp,AP,Manufacturing,65639.81,CHF,1.1466,75262.61,USD,2024-11-06,2025-02-22,4016,108,11.228752030044614,-0.011254126917814689,False
6EF90778,DE GmbH,Intercompany,R&D,42246.37,CAD,0.8159,34468.81,USD,2024-06-07,2024-07-22,4976,45,10.447839147456264,-0.010298272466191305,False
56C8E077,US Inc,Intercompany,IT,39699.8,CHF,1.0782,42804.32,USD,2025-06-04,2025-06-23,4140,19,10.66441767291082,-0.005051324021681347,False
412C8E43,CA Corp,AR,Finance,121429.07,CNY,0.1386,16830.07,USD,2024-11-30,2025-03-13,4436,103,9.730981862109854,-0.011201390011478851,False
87FE1999,FR SAS,AP,Sales,11348.08,CHF,1.0983,12463.6,USD,2024-08-19,2024-09-27,4586,39,9.430647905591183,-0.007138336853987126,False
